sku,name,quantity,changedQuantity,availableDestnationLocationQuantity,availableLocationQuantity,costInclusive,buyPriceExclusive,discount,costExclusive,totalExclusive,totalInclusive,taxAmount,type,id,invoiceId,productVariantId,taxId,taxJson,oldCost,newCost,createdAt,updatedAt,deletedAt,transferQuantity,invoiceNumber,completeDate,status,notes,type,subTotalTaxExclusive,totalTax,totalTaxInclusive,destinationLocationId,destinationLocationName,stockLocationName,supplierName,supplierVatNumber,customerName,customerVatNumber,taxNumber,companyName,userId,companyVatNumber,id,customerId,stockLocationId,supplierId,orderId,registerId,saleInvoiceId,supplyDate,settings,createdAt,updatedAt,deletedAt,deliveryDate,rejectReason,registerJson,displayInvoiceNumber
600001,"ورد طبيعي",150,NULL,NULL,947,2.13,1.85,NULL,1.85,277.5,NULL,0.2775,child,861,261,9387,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",1.85,1.85,"2021-12-02 08:54:49","2021-12-02 08:54:49",NULL,NULL,27,"2021-12-02 08:54:59",Completed,,PurchaseOrder,357.42,53.61,411.03,NULL,,"بالون شو","اغصان السعاده",,,,,,3732,302180879900003,261,NULL,1,42,NULL,NULL,NULL,NULL,,"2021-12-02 08:54:49","2021-12-02 08:54:49",NULL,NULL,NULL,NULL,NULL
600006,جيبسوفيلا,24,NULL,NULL,48,2.63,2.29,NULL,2.29,54.96,NULL,0.3435,child,862,261,NULL,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",2.185,2.22,"2021-12-02 08:54:49","2021-12-02 08:54:49",NULL,NULL,27,"2021-12-02 08:54:59",Completed,,PurchaseOrder,357.42,53.61,411.03,NULL,,"بالون شو","اغصان السعاده",,,,,,3732,302180879900003,261,NULL,1,42,NULL,NULL,NULL,NULL,,"2021-12-02 08:54:49","2021-12-02 08:54:49",NULL,NULL,NULL,NULL,NULL
600010,سلداغو,24,NULL,NULL,144,1.2,1.04,NULL,1.04,24.96,NULL,0.156,child,863,261,9935,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",1.04333,1.04285,"2021-12-02 08:54:49","2021-12-02 08:54:49",NULL,NULL,27,"2021-12-02 08:54:59",Completed,,PurchaseOrder,357.42,53.61,411.03,NULL,,"بالون شو","اغصان السعاده",,,,,,3732,302180879900003,261,NULL,1,42,NULL,NULL,NULL,NULL,,"2021-12-02 08:54:49","2021-12-02 08:54:49",NULL,NULL,NULL,NULL,NULL
071444438025,"مطاط 11 انش ابيض",500,NULL,NULL,299,0.44,0.45,NULL,0.38,190,NULL,0.057,child,864,263,10126,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",0.4535,0.40751,"2021-12-02 12:12:29","2021-12-02 12:46:19",NULL,NULL,28,"2021-12-02 12:46:17",Completed,,PurchaseOrder,681.53,102.23,783.76,NULL,,"بالون شو","خبراء السعاده (بالونايزر)",,,,,,3731,302180879900003,263,NULL,1,1,NULL,NULL,NULL,NULL,,"2021-12-02 12:12:29","2021-12-02 12:46:18",NULL,NULL,NULL,NULL,NULL
071444826976,"PURP VIOLET 05" LA092 موف غامق",2,NULL,NULL,1,25.86,18,NULL,22.49,44.98,NULL,3.3735,child,865,263,9808,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",18,20.99333,"2021-12-02 12:12:29","2021-12-02 12:46:19",NULL,NULL,28,"2021-12-02 12:46:17",Completed,,PurchaseOrder,681.53,102.23,783.76,NULL,,"بالون شو","خبراء السعاده (بالونايزر)",,,,,,3731,302180879900003,263,NULL,1,1,NULL,NULL,NULL,NULL,,"2021-12-02 12:12:29","2021-12-02 12:46:18",NULL,NULL,NULL,NULL,NULL
071444437424,"DARK BLUE 11" LA300 ازرق غامق",200,NULL,NULL,100,0.45,0.46,NULL,0.39,78,NULL,0.0585,child,866,263,10203,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",0.46,0.41333,"2021-12-02 12:12:29","2021-12-02 12:46:19",NULL,NULL,28,"2021-12-02 12:46:17",Completed,,PurchaseOrder,681.53,102.23,783.76,NULL,,"بالون شو","خبراء السعاده (بالونايزر)",,,,,,3731,302180879900003,263,NULL,1,1,NULL,NULL,NULL,NULL,,"2021-12-02 12:12:29","2021-12-02 12:46:18",NULL,NULL,NULL,NULL,NULL
071444652131,"مطاط ربطتين 12 انش احمر",50,NULL,NULL,5,0.98,0.67,NULL,0.85,42.5,NULL,0.1275,child,867,263,10232,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",0.67,0.83364,"2021-12-02 12:12:29","2021-12-02 12:46:19",NULL,NULL,28,"2021-12-02 12:46:17",Completed,,PurchaseOrder,681.53,102.23,783.76,NULL,,"بالون شو","خبراء السعاده (بالونايزر)",,,,,,3731,302180879900003,263,NULL,1,1,NULL,NULL,NULL,NULL,,"2021-12-02 12:12:29","2021-12-02 12:46:18",NULL,NULL,NULL,NULL,NULL
071444437943,"Silver 11"",100,NULL,NULL,100,0.53,0.5660000000000001,NULL,0.46,46,NULL,0.069,child,868,263,10124,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",0.5660000000000001,0.513,"2021-12-02 12:12:29","2021-12-02 12:46:19",NULL,NULL,28,"2021-12-02 12:46:17",Completed,,PurchaseOrder,681.53,102.23,783.76,NULL,,"بالون شو","خبراء السعاده (بالونايزر)",,,,,,3731,302180879900003,263,NULL,1,1,NULL,NULL,NULL,NULL,,"2021-12-02 12:12:29","2021-12-02 12:46:18",NULL,NULL,NULL,NULL,NULL
071444115520,"مطاط Happy Birthday ملون 11 انش",100,NULL,NULL,0,1.16,1.01,NULL,1.01,101,NULL,0.1515,child,869,263,10236,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",0,1.01,"2021-12-02 12:23:10","2021-12-02 12:46:19",NULL,NULL,28,"2021-12-02 12:46:17",Completed,,PurchaseOrder,681.53,102.23,783.76,NULL,,"بالون شو","خبراء السعاده (بالونايزر)",,,,,,3731,302180879900003,263,NULL,1,1,NULL,NULL,NULL,NULL,,"2021-12-02 12:12:29","2021-12-02 12:46:18",NULL,NULL,NULL,NULL,NULL
071444438049,"مطاط 11 انش اصفر",200,NULL,NULL,0,0.44,0.38,NULL,0.38,76,NULL,0.057,child,870,263,10235,NULL,"{"name":"Value Added Tax","code":"VAT","coumpoundTaxLineId":null,"id":2,"createdAt":null,"updatedAt":null,"deletedAt":null,"TaxLines":[{"name":"Value Added Tax","rate":15,"id":1,"taxId":2,"createdAt":null,"updatedAt":null,"deletedAt":null}],"CoumpoundTax":{},"rate":15,"subtotal":15}",0.38,0.38,"2021-12-02 12:23:10","2021-12-02 12:46:19",NULL,NULL,28,"2021-12-02 12:46:17",Completed,,PurchaseOrder,681.53,102.23,783.76,NULL,,"بالون شو","خبراء السعاده (بالونايزر)",,,,,,3731,302180879900003,263,NULL,1,1,NULL,NULL,NULL,NULL,,"2021-12-02 12:12:29","2021-12-02 12:46:18",NULL,NULL,NULL,NULL,NULL
